ID,Gender,Owns_Car,Owns_Property,Children_Count,Income,Income_Type,Education_Level,Marital_Status,Housing_Type,Age,Employment_Duration,Occupation,Family_Size,Risk_Level,Account_Age,Is_Unemployed
5067003,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,51.3,32.6,Laborers,2.0,0,41,0
5067004,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,51.3,32.6,Laborers,2.0,0,40,0
5067005,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,51.3,32.6,Laborers,2.0,1,43,0
5067006,M,N,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,55.6,14.9,Laborers,3.0,0,11,0
5067016,M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,27.2,1.3,Drivers,1.0,0,27,0
5067017,M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,27.2,1.3,Drivers,1.0,0,0,0
5067018,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,47.0,3.4,Laborers,3.0,0,53,0
5067019,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,47.0,3.4,Laborers,3.0,0,53,0
5067020,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,47.0,3.4,Laborers,3.0,0,20,0
5067021,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,47.0,3.4,Laborers,3.0,0,24,0
5067022,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,47.0,3.4,Laborers,3.0,0,41,0
5067023,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,47.0,3.4,Laborers,3.0,0,47,0
5067024,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,37.2,4.5,Waiters/barmen staff,3.0,0,37,0
5067025,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,37.2,4.5,Waiters/barmen staff,3.0,0,33,0
5067026,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,37.2,4.5,Waiters/barmen staff,3.0,0,37,0
5067027,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,37.2,4.5,Waiters/barmen staff,3.0,0,23,0
5067028,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,37.2,4.5,Waiters/barmen staff,3.0,0,30,0
5067029,M,N,N,0,270000.0,Working,Incomplete higher,Single / not married,House / apartment,23.8,0.6,Unknown,1.0,0,6,0
5067030,M,N,N,0,270000.0,Working,Incomplete higher,Single / not married,House / apartment,23.8,0.6,Unknown,1.0,0,21,0
5067032,M,N,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,54.4,24.8,Drivers,2.0,0,44,0
5067033,M,N,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,54.4,24.8,Drivers,2.0,0,34,0
5067035,M,N,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,54.4,24.8,Drivers,2.0,0,44,0
5067038,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,51.0,8.0,Managers,3.0,0,47,0
5067039,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,51.0,8.0,Managers,3.0,0,20,0
5067040,M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,60.6,,Unknown,2.0,1,40,1
5067041,M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,60.6,,Unknown,2.0,0,39,1
5067042,M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,60.6,,Unknown,2.0,1,51,1
5067044,F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,45.2,3.9,Sales staff,2.0,0,5,0
5067045,F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,45.2,3.9,Sales staff,2.0,0,22,0
5067048,M,Y,Y,2,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47.5,10.3,Laborers,4.0,0,23,0
5067050,F,Y,Y,2,72000.0,Working,Secondary / secondary special,Married,House / apartment,29.4,10.4,Laborers,4.0,0,32,0
5067051,F,Y,Y,2,72000.0,Working,Secondary / secondary special,Married,House / apartment,29.4,10.4,Laborers,4.0,1,32,0
5067052,F,Y,Y,2,72000.0,Working,Secondary / secondary special,Married,House / apartment,29.4,10.4,Laborers,4.0,0,9,0
5067054,F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,42.1,8.1,Core staff,2.0,0,30,0
5067055,F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,42.1,8.1,Core staff,2.0,0,39,0
5067056,F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,42.1,8.1,Core staff,2.0,0,48,0
5067057,F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,42.1,8.1,Core staff,2.0,0,34,0
5067070,F,N,Y,0,171000.0,State servant,Lower secondary,Widow,House / apartment,51.1,7.1,Medicine staff,1.0,0,13,0
5067071,F,N,Y,0,171000.0,State servant,Lower secondary,Widow,House / apartment,51.1,7.1,Medicine staff,1.0,0,5,0
5067073,F,N,Y,0,171000.0,State servant,Lower secondary,Widow,House / apartment,51.1,7.1,Medicine staff,1.0,0,16,0
5067074,F,N,Y,0,171000.0,State servant,Lower secondary,Widow,House / apartment,51.1,7.1,Medicine staff,1.0,0,13,0
5067075,F,N,Y,0,171000.0,State servant,Lower secondary,Widow,House / apartment,51.1,7.1,Medicine staff,1.0,0,1,0
5067076,F,N,Y,0,171000.0,State servant,Lower secondary,Widow,House / apartment,51.1,7.1,Medicine staff,1.0,0,25,0
5067077,F,N,Y,0,171000.0,State servant,Lower secondary,Widow,House / apartment,51.1,7.1,Medicine staff,1.0,0,29,0
5067078,M,N,Y,0,148500.0,Pensioner,Incomplete higher,Separated,House / apartment,50.7,,Unknown,1.0,1,15,1
5067079,F,N,N,1,225000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,48.2,19.7,Managers,3.0,0,3,0
5067080,F,N,N,1,225000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,48.2,19.7,Managers,3.0,0,19,0
5067081,F,N,N,1,225000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,48.2,19.7,Managers,3.0,0,8,0
5067083,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,33.7,7.9,Drivers,2.0,0,10,0
5067084,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,33.7,7.9,Drivers,2.0,0,31,0
5067085,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,33.7,7.9,Drivers,2.0,0,54,0
5067086,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,33.7,7.9,Drivers,2.0,0,27,0
5067087,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,37.4,12.8,Laborers,2.0,0,26,0
5067088,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,37.4,12.8,Laborers,2.0,0,16,0
5067089,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,37.4,12.8,Laborers,2.0,0,19,0
5067090,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,37.4,12.8,Laborers,2.0,0,29,0
5067092,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,40.1,5.3,Managers,2.0,0,49,0
5067095,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,40.1,5.3,Managers,2.0,0,13,0
5067096,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,40.1,5.3,Managers,2.0,0,3,0
5067097,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,40.1,5.3,Managers,2.0,0,21,0
5067098,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,40.1,5.3,Managers,2.0,0,30,0
5067099,F,N,Y,0,121500.0,Working,Secondary / secondary special,Single / not married,House / apartment,60.4,4.4,Laborers,1.0,0,8,0
5067100,F,N,Y,0,121500.0,Working,Secondary / secondary special,Single / not married,House / apartment,60.4,4.4,Laborers,1.0,0,3,0
5067101,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,45.9,12.4,Sales staff,1.0,0,8,0
5067102,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,45.9,12.4,Sales staff,1.0,0,33,0
5067103,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,45.9,12.4,Sales staff,1.0,0,27,0
5067106,M,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,47.0,12.6,Low-skill Laborers,2.0,0,42,0
5067107,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,53.1,1.1,Drivers,2.0,0,4,0
5067112,F,N,Y,0,180000.0,Pensioner,Higher education,Single / not married,House / apartment,64.7,,Unknown,1.0,0,41,1
5067114,F,N,Y,0,180000.0,Pensioner,Higher education,Single / not married,House / apartment,64.7,,Unknown,1.0,0,3,1
5067115,F,N,Y,0,180000.0,Pensioner,Higher education,Single / not married,House / apartment,64.7,,Unknown,1.0,1,12,1
5067116,F,N,Y,0,180000.0,Pensioner,Higher education,Single / not married,House / apartment,64.7,,Unknown,1.0,0,27,1
5067117,F,N,Y,0,180000.0,Pensioner,Higher education,Single / not married,House / apartment,64.7,,Unknown,1.0,0,28,1
5067118,F,N,Y,0,180000.0,Pensioner,Higher education,Single / not married,House / apartment,64.7,,Unknown,1.0,0,59,1
5067129,M,N,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,53.0,0.7,Laborers,2.0,0,50,0
5067131,M,N,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,53.0,0.7,Laborers,2.0,0,0,0
5067132,M,N,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,53.0,0.7,Laborers,2.0,0,32,0
5067133,M,N,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,53.0,0.7,Laborers,2.0,0,39,0
5067134,M,N,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,53.0,0.7,Laborers,2.0,0,50,0
5067137,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64.1,,Unknown,1.0,0,4,1
5067138,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64.1,,Unknown,1.0,0,54,1
5067139,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64.1,,Unknown,1.0,0,5,1
5067140,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64.1,,Unknown,1.0,0,5,1
5067141,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64.1,,Unknown,1.0,0,7,1
5067142,F,N,N,0,247500.0,Working,Higher education,Single / not married,With parents,28.3,5.6,Sales staff,1.0,0,40,0
5067143,F,N,N,0,247500.0,Working,Higher education,Single / not married,With parents,28.3,5.6,Sales staff,1.0,1,21,0
5067144,F,N,N,0,247500.0,Working,Higher education,Single / not married,With parents,28.3,5.6,Sales staff,1.0,0,27,0
5067145,F,N,N,0,247500.0,Working,Higher education,Single / not married,With parents,28.3,5.6,Sales staff,1.0,0,28,0
5067146,M,N,N,2,225000.0,Working,Incomplete higher,Married,House / apartment,38.2,0.7,Unknown,4.0,0,41,0
5067147,M,N,N,2,225000.0,Working,Incomplete higher,Married,House / apartment,38.2,0.7,Unknown,4.0,0,55,0
5067148,M,N,N,2,225000.0,Working,Incomplete higher,Married,House / apartment,38.2,0.7,Unknown,4.0,0,8,0
5067149,M,N,N,2,225000.0,Working,Incomplete higher,Married,House / apartment,38.2,0.7,Unknown,4.0,0,35,0
5067152,F,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,58.8,26.2,Unknown,1.0,0,35,0
5067154,F,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,58.8,26.2,Unknown,1.0,0,45,0
5067155,M,Y,N,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.1,10.1,Laborers,1.0,0,47,0
5067157,M,Y,N,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.1,10.1,Laborers,1.0,0,2,0
5067158,M,Y,N,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.1,10.1,Laborers,1.0,1,22,0
5067160,M,Y,N,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.1,10.1,Laborers,1.0,1,47,0
5067161,M,Y,N,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.1,10.1,Laborers,1.0,1,42,0
5067162,M,Y,N,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.1,10.1,Laborers,1.0,0,25,0
5067159,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.6,6.0,Sales staff,2.0,1,37,0
5067163,F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,57.4,3.2,Medicine staff,2.0,0,34,0
5067164,F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,57.4,3.2,Medicine staff,2.0,0,52,0
5067165,F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,57.4,3.2,Medicine staff,2.0,0,16,0
5067166,F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,57.4,3.2,Medicine staff,2.0,0,22,0
5067167,F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,57.4,3.2,Medicine staff,2.0,0,22,0
5067168,F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,57.4,3.2,Medicine staff,2.0,0,22,0
5067169,F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,57.4,3.2,Medicine staff,2.0,0,34,0
5067170,F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,57.4,3.2,Medicine staff,2.0,0,7,0
5067171,F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,57.4,3.2,Medicine staff,2.0,1,13,0
5067172,F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,57.4,3.2,Medicine staff,2.0,0,17,0
5067173,F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,57.4,3.2,Medicine staff,2.0,0,24,0
5067174,F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,57.4,3.2,Medicine staff,2.0,0,11,0
5067175,F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,57.4,3.2,Medicine staff,2.0,0,15,0
5067177,F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,57.4,3.2,Medicine staff,2.0,0,39,0
5067178,F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,57.4,3.2,Medicine staff,2.0,0,19,0
5067179,F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,57.4,3.2,Medicine staff,2.0,0,20,0
5067180,F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,57.4,3.2,Medicine staff,2.0,0,28,0
5067182,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.3,2.2,Core staff,2.0,0,31,0
5067183,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.3,2.2,Core staff,2.0,0,51,0
5067184,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.3,2.2,Core staff,2.0,0,44,0
5067185,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.3,2.2,Core staff,2.0,0,41,0
5067186,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.3,2.2,Core staff,2.0,0,44,0
5067187,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.3,2.2,Core staff,2.0,0,23,0
5067188,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.3,2.2,Core staff,2.0,0,10,0
5067189,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.3,2.2,Core staff,2.0,0,6,0
5067190,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.3,2.2,Core staff,2.0,0,14,0
5067191,M,Y,Y,0,180000.0,Working,Lower secondary,Single / not married,House / apartment,32.8,6.8,Laborers,1.0,0,34,0
5067192,M,Y,Y,0,180000.0,Working,Lower secondary,Single / not married,House / apartment,32.8,6.8,Laborers,1.0,1,34,0
5067193,M,Y,Y,0,180000.0,Working,Lower secondary,Single / not married,House / apartment,32.8,6.8,Laborers,1.0,1,45,0
5067209,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.2,,Unknown,2.0,2,52,1
5067210,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.2,,Unknown,2.0,0,4,1
5067212,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.2,,Unknown,2.0,0,27,1
5067213,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,26.3,3.0,Core staff,2.0,0,22,0
5067214,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,26.3,3.0,Core staff,2.0,0,16,0
5067215,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,26.3,3.0,Core staff,2.0,0,22,0
5067216,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,26.3,3.0,Core staff,2.0,0,22,0
5067217,F,N,Y,1,166500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,33.6,5.0,Unknown,3.0,0,34,0
5067218,F,N,Y,1,166500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,33.6,5.0,Unknown,3.0,0,34,0
5067219,F,N,Y,1,166500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,33.6,5.0,Unknown,3.0,0,34,0
5067253,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,Unknown,2.0,0,29,1
5067254,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,Unknown,2.0,0,8,1
5067255,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,Unknown,2.0,0,35,1
5067256,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,Unknown,2.0,0,36,1
5067257,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,Unknown,2.0,0,20,1
5067258,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,Unknown,2.0,0,26,1
5067259,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,Unknown,2.0,0,39,1
5067260,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,54.7,4.7,Unknown,2.0,0,33,0
5067261,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,54.7,4.7,Unknown,2.0,0,32,0
5067262,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,54.7,4.7,Unknown,2.0,0,0,0
5067263,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,54.7,4.7,Unknown,2.0,0,32,0
5067264,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,54.7,4.7,Unknown,2.0,0,14,0
5067265,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,54.7,4.7,Unknown,2.0,0,13,0
5067266,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,54.7,4.7,Unknown,2.0,0,5,0
5067267,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,54.7,4.7,Unknown,2.0,0,22,0
5067268,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,54.7,4.7,Unknown,2.0,0,32,0
